datano,fitur0,fitur1,fitur2,fitur3,fitur4,fitur5,fitur6,fitur7,fitur8,fitur9,fitur10,fitur11,fitur12,fitur13,fitur14,fitur15,fitur16,fitur17,fitur18,fitur19,kelas
151,0.128158333,0.418075,0.132845833,0.0338625,0.0065625,0.0088,0.101579167,0.021808333,0.008220833,0.035583333,0.018983333,0.0059625,0.009979167,0.00455,0.000958333,0.0078125,0.034179167,0.011,0.001629167,0.00945,1
152,0.030558333,0.356629167,0.044041667,0.029945833,0.092083333,0.012133333,0.026241667,0.031925,0.018070833,0.018279167,0.022966667,0.0127625,0.0052625,0.105695833,0.009804167,0.008370833,0.100425,0.014520833,0.054079167,0.006204167,1
153,0.577375,0.007433333,0.029325,0.008854167,0.030229167,0.023458333,0.0230375,0.0110625,0.010125,0.008520833,0.00465,0.008366667,0.164908333,0.024366667,0.005841667,0.003741667,0.006679167,0.035495833,0.012083333,0.004445833,1
154,0.1809375,0.005420833,0.035345833,0.021454167,0.027733333,0.011858333,0.021533333,0.009545833,0.539395833,0.003745833,0.010025,0.005466667,0.013120833,0.0054375,0.012516667,0.009183333,0.026720833,0.045058333,0.0058,0.0097,1
155,0.4965,0.106945833,0.0227375,0.014908333,0.0705125,0.021166667,0.009779167,0.031883333,0.023291667,0.00495,0.01115,0.009083333,0.038445833,0.018870833,0.008466667,0.004191667,0.008054167,0.003804167,0.0853625,0.009895833,1
156,0.683670833,0.0493875,0.018570833,0.008258333,0.022025,0.009979167,0.0218375,0.01625,0.013108333,0.0133375,0.005779167,0.0049125,0.007095833,0.024695833,0.024125,0.001704167,0.005716667,0.018075,0.0058,0.045670833,1
157,0.860266667,0.0953125,0.000725,0.000433333,0.016883333,0.0005125,0.000854167,0.000833333,0.000629167,0.008770833,0.0006625,0.001570833,0.000783333,0.002191667,0.000779167,0.000845833,0.0003875,0.006683333,0.00065,0.000225,-1
158,0.93815,0.020091667,0.0003125,0.004333333,0.010591667,0.000904167,0.0007625,0.001,0.001595833,0.000670833,0.000891667,0.0009125,0.011308333,0.0007,0.003383333,0.000529167,0.001075,0.0010875,0.000466667,0.001233333,-1
159,0.879395833,0.0002875,0.0002875,0.000775,0.000879167,0.000125,0.000979167,0.0004375,0.067783333,0.000320833,0.007741667,0.000225,0.000254167,0.00025,0.000575,0.00345,0.000325,0.00035,0.035220833,0.0003375,-1
160,0.003991667,0.109983333,0.831425,0.0028125,0.0009125,0.002654167,0.00365,0.000704167,0.006595833,0.000608333,0.003325,0.005679167,0.002695833,0.012041667,0.002354167,0.004466667,0.000525,0.000654167,0.003620833,0.0013,-1
161,0.020383333,0.009291667,0.000845833,0.003866667,0.0003125,0.886525,0.043754167,0.000508333,0.0081375,0.000733333,0.0033125,0.000420833,0.0004875,0.000433333,0.001075,0.005266667,0.004616667,0.005379167,0.000420833,0.004229167,-1
162,0.9153375,0.004625,0.0188375,0.002370833,0.003116667,0.0141875,0.017495833,0.003979167,0.000579167,0.002308333,0.002933333,0.000920833,0.005670833,0.000433333,0.001208333,0.0007875,0.0008625,0.002875,0.000479167,0.000991667,-1
163,0.937608333,0.0189625,0.014179167,0.001325,0.0024875,0.000429167,0.003825,0.0014375,0.0009125,0.004925,0.0016625,0.0004125,0.000579167,0.002483333,0.000770833,0.000933333,0.002395833,0.000475,0.003666667,0.000529167,-1
164,0.914229167,0.0208625,0.015958333,0.0011875,0.0132125,0.0043,0.001041667,0.0016125,0.001125,0.0009125,0.002091667,0.0041875,0.002945833,0.00135,0.0014125,0.0013875,0.000795833,0.000841667,0.003254167,0.007291667,-1
165,0.814595833,0.0423125,0.039120833,0.000820833,0.045091667,0.014825,0.0009125,0.006075,0.000766667,0.0039,0.001208333,0.001179167,0.005541667,0.0049625,0.004083333,0.000691667,0.002020833,0.001183333,0.001091667,0.009616667,-1
166,0.909575,0.001341667,0.001,0.001191667,0.001041667,0.001270833,0.009645833,0.0016625,0.005208333,0.0009,0.000958333,0.001079167,0.001745833,0.0567,0.000683333,0.000866667,0.0011125,0.000845833,0.001275,0.001895833,-1
167,0.143320833,0.0686375,0.013941667,0.026558333,0.025175,0.0248125,0.032125,0.108808333,0.040933333,0.033045833,0.130258333,0.0122,0.03385,0.0739375,0.038566667,0.010370833,0.011308333,0.057133333,0.098979167,0.0160375,1
168,0.058358333,0.026508333,0.123066667,0.041645833,0.035379167,0.140625,0.085979167,0.0501125,0.078575,0.018783333,0.030258333,0.027454167,0.052091667,0.027229167,0.021008333,0.0557,0.046608333,0.014866667,0.026570833,0.039179167,1
169,0.054966667,0.038354167,0.404466667,0.058733333,0.047204167,0.024575,0.023929167,0.009633333,0.039920833,0.033379167,0.0261375,0.0113625,0.021641667,0.050325,0.02705,0.028133333,0.0161,0.027429167,0.051758333,0.0049,1
170,0.446429167,0.0486375,0.0419625,0.057591667,0.018841667,0.007879167,0.021370833,0.039829167,0.023679167,0.014708333,0.026079167,0.0110875,0.0364375,0.034733333,0.01875,0.017741667,0.052245833,0.020279167,0.0188125,0.042904167,1
171,0.606370833,0.0222125,0.015433333,0.011983333,0.0318125,0.018379167,0.0319,0.0334875,0.0055125,0.0459375,0.009829167,0.013604167,0.032516667,0.0145625,0.019583333,0.0041375,0.030104167,0.013366667,0.024229167,0.0150375,1
172,0.6113875,0.012591667,0.040829167,0.00375,0.001645833,0.051008333,0.0604375,0.013670833,0.031308333,0.004229167,0.010670833,0.004279167,0.0051375,0.006658333,0.0834125,0.021508333,0.008466667,0.018683333,0.005716667,0.004608333,1
173,0.487304167,0.027645833,0.0621375,0.033954167,0.010204167,0.0676375,0.002508333,0.016875,0.00885,0.0065125,0.137054167,0.003691667,0.007291667,0.0778,0.006325,0.004208333,0.005716667,0.0052625,0.0209375,0.008083333,1
174,0.158395833,0.03595,0.168883333,0.008345833,0.026566667,0.036554167,0.038945833,0.009170833,0.016491667,0.021520833,0.11885,0.1533875,0.0123,0.006570833,0.024475,0.010095833,0.012420833,0.009991667,0.116679167,0.014404167,1
175,0.085766667,0.054245833,0.033204167,0.005195833,0.0141875,0.655033333,0.01355,0.018425,0.014733333,0.005779167,0.0064375,0.00615,0.008783333,0.030195833,0.020133333,0.006208333,0.003729167,0.0047125,0.0093875,0.004141667,1
176,0.542491667,0.018925,0.016445833,0.062354167,0.010145833,0.035075,0.009479167,0.0365,0.018945833,0.006620833,0.017558333,0.040370833,0.007725,0.110945833,0.00435,0.015895833,0.0056125,0.003270833,0.012870833,0.024416667,1
